POSTALCODE,COMM_NAME,LONGITUDE,LATITUDE,POINT_X,POINT_Y,FSA,Postal Codes_DBUID,Local Area,Dissemination Block_DBUID,Dissemination Block_DAUID,Dissemination Area_DAUID,Dissemination Area_CSDUID,Economic Regions_ERUID,ERNAME,Census Subdivision_CSDUID,CSDNAME,Census Subdivision_CCSUID,Census Subdivision_ERUID,Census Division_CDUID,Census Division_CDNAME,Census Consolidated Subdivision_CCSUID,CCSNAME,Census Consolidated Subdivision_CDUID,Census Consolidated Subdivision_CDNAME
A1A2L7,ST. JOHN'S,-52.707614,47.595401,1509704.025,5285254.068,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2L8,ST. JOHN'S,-52.706414,47.595478,1509793.348,5285270.641,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2L9,ST. JOHN'S,-52.707884,47.59561,1509681.809,5285275.469,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2V2,ST. JOHN'S,-52.706957,47.594692,1509760.285,5285179.9,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2V6,ST. JOHN'S,-52.707313,47.595585,1509724.807,5285276.457,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2V7,ST. JOHN'S,-52.707051,47.595556,1509744.817,5285274.976,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2W2,ST. JOHN'S,-52.704371,47.594842,1509952.794,5285213.598,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3R1,ST. JOHN'S,-52.709254,47.595619,1509578.952,5285267.541,A1A,1001026402,Northeast Avalon,1001026402,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2V3,ST. JOHN'S,-52.706786,47.594526,1509774.731,5285162.621,A1A,1001026403,Northeast Avalon,1001026403,10010264,10010264,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E2E3,ST. JOHN'S,-52.773589,47.523868,1505445.858,5276888.713,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E2N7,ST. JOHN'S,-52.763044,47.525764,1506219.595,5277167.915,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E2N8,ST. JOHN'S,-52.762982,47.525588,1506225.943,5277148.915,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E2N9,ST. JOHN'S,-52.76614,47.524028,1506003.822,5276955.154,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E2P1,ST. JOHN'S,-52.763443,47.524768,1506199.239,5277054.968,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E2P4,ST. JOHN'S,-52.767938,47.523626,1505872.567,5276898.921,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E3T8,ST. JOHN'S,-52.761637,47.525705,1506325.844,5277170.581,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E3W6,ST. JOHN'S,-52.763902,47.525069,1506161.781,5277085.336,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E3X4,ST. JOHN'S,-52.767685,47.52442,1505883.98,5276988.628,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E3X6,ST. JOHN'S,-52.768787,47.523812,1505807.086,5276913.891,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E3X7,ST. JOHN'S,-52.768531,47.52386,1505825.842,5276920.998,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E4G6,ST. JOHN'S,-52.768684,47.523271,1505819.97,5276854.566,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E4G7,ST. JOHN'S,-52.769801,47.523254,1505736.233,5276845.378,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E4G8,ST. JOHN'S,-52.76957,47.523342,1505752.81,5276856.653,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E5Y6,ST. JOHN'S,-52.761629,47.525685,1506326.563,5277168.409,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1E6J8,ST. JOHN'S,-52.76769,47.524752,1505880.324,5277025.405,A1E,1001045701,Northeast Avalon,1001045701,10010457,10010457,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1G1E9,ST. JOHN'S,-52.754182,47.509535,1507042.126,5275426.319,A1G,1001049501,Northeast Avalon,1001049501,10010495,10010495,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1G1G4,ST. JOHN'S,-52.753411,47.509756,1507097.915,5275455.878,A1G,1001049501,Northeast Avalon,1001049501,10010495,10010495,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1G1G5,ST. JOHN'S,-52.753529,47.507542,1507110.465,5275209.596,A1G,1001049501,Northeast Avalon,1001049501,10010495,10010495,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1G1G6,ST. JOHN'S,-52.751925,47.506981,1507236.41,5275157.901,A1G,1001049501,Northeast Avalon,1001049501,10010495,10010495,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1G1L3,ST. JOHN'S,-52.7541,47.506632,1507076.439,5275104.951,A1G,1001049501,Northeast Avalon,1001049501,10010495,10010495,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1G1L8,ST. JOHN'S,-52.75417,47.50611,1507076.144,5275046.712,A1G,1001049501,Northeast Avalon,1001049501,10010495,10010495,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B4,ST. JOHN'S,-52.728853,47.564017,1508416.048,5281634.062,A1C,1001023402,Northeast Avalon,1001023402,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B5,ST. JOHN'S,-52.728991,47.564171,1508404.184,5281650.342,A1C,1001023402,Northeast Avalon,1001023402,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A1,ST. JOHN'S,-52.728104,47.563834,1508474.031,5281618.807,A1C,1001023402,Northeast Avalon,1001023402,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C2P3,ST. JOHN'S,-52.729199,47.563206,1508397.95,5281541.967,A1C,1001023403,Northeast Avalon,1001023403,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B6,ST. JOHN'S,-52.729675,47.563814,1508356.251,5281606.139,A1C,1001023403,Northeast Avalon,1001023403,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B7,ST. JOHN'S,-52.729644,47.563606,1508360.589,5281583.389,A1C,1001023403,Northeast Avalon,1001023403,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A5,ST. JOHN'S,-52.729131,47.563592,1508399.303,5281585.217,A1C,1001023403,Northeast Avalon,1001023403,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A6,ST. JOHN'S,-52.728915,47.563699,1508414.409,5281598.385,A1C,1001023403,Northeast Avalon,1001023403,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C2P5,ST. JOHN'S,-52.730967,47.563226,1508264.994,5281532.442,A1C,1001023405,Northeast Avalon,1001023405,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3H6,ST. JOHN'S,-52.730947,47.563738,1508261.521,5281589.348,A1C,1001023405,Northeast Avalon,1001023405,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A9,ST. JOHN'S,-52.730511,47.563929,1508292.389,5281613.394,A1C,1001023405,Northeast Avalon,1001023405,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A7,ST. JOHN'S,-52.730046,47.564413,1508322.662,5281670.129,A1C,1001023406,Northeast Avalon,1001023406,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A8,ST. JOHN'S,-52.729894,47.564576,1508332.486,5281689.203,A1C,1001023406,Northeast Avalon,1001023406,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3H4,ST. JOHN'S,-52.73015,47.565171,1508307.482,5281753.609,A1C,1001023407,Northeast Avalon,1001023407,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A3,ST. JOHN'S,-52.729356,47.564861,1508370.086,5281724.455,A1C,1001023407,Northeast Avalon,1001023407,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A4,ST. JOHN'S,-52.729162,47.564985,1508383.441,5281739.481,A1C,1001023407,Northeast Avalon,1001023407,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C2N9,ST. JOHN'S,-52.726196,47.563367,1508621.708,5281579.457,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C2V2,ST. JOHN'S,-52.72468,47.564245,1508726.953,5281686.792,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C2V3,ST. JOHN'S,-52.724938,47.564298,1508707.074,5281690.971,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C2W5,ST. JOHN'S,-52.724395,47.563695,1508753.691,5281627.679,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3A7,ST. JOHN'S,-52.72647,47.565297,1508582.373,5281791.779,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B1,ST. JOHN'S,-52.727255,47.564877,1508527.549,5281739.931,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4W5,ST. JOHN'S,-52.724148,47.564376,1508765.683,5281704.826,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4W7,ST. JOHN'S,-52.725014,47.564763,1508696.84,5281742.145,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4X1,ST. JOHN'S,-52.72605,47.565342,1508613.532,5281799.539,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4Z2,ST. JOHN'S,-52.726731,47.564833,1508567.304,5281738.499,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4Z3,ST. JOHN'S,-52.726579,47.564991,1508577.242,5281757.137,A1C,1001023408,Northeast Avalon,1001023408,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B2,ST. JOHN'S,-52.728164,47.564388,1508464.069,5281679.838,A1C,1001023409,Northeast Avalon,1001023409,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C3B3,ST. JOHN'S,-52.728242,47.564576,1508456.398,5281700.061,A1C,1001023409,Northeast Avalon,1001023409,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4Z6,ST. JOHN'S,-52.727133,47.56409,1508544.43,5281653.471,A1C,1001023409,Northeast Avalon,1001023409,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C4Z7,ST. JOHN'S,-52.726866,47.564152,1508563.867,5281662.102,A1C,1001023409,Northeast Avalon,1001023409,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1C5A2,ST. JOHN'S,-52.727901,47.563951,1508488.14,5281633.005,A1C,1001023409,Northeast Avalon,1001023409,10010234,10010234,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2H4,ST. JOHN'S,-52.710821,47.598196,1509436.294,5285542.965,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2T6,ST. JOHN'S,-52.709251,47.598081,1509555.096,5285540.56,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2W9,ST. JOHN'S,-52.706197,47.599398,1509771.385,5285706.752,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3P5,ST. JOHN'S,-52.698577,47.598571,1510350.9,5285665.349,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3P7,ST. JOHN'S,-52.699199,47.598184,1510308.037,5285618.216,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3P8,ST. JOHN'S,-52.699478,47.598222,1510286.74,5285620.587,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3R2,ST. JOHN'S,-52.698543,47.598346,1510355.647,5285640.624,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3R3,ST. JOHN'S,-52.70217,47.601286,1510054.987,5285942.687,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3R7,ST. JOHN'S,-52.700378,47.599614,1510205.721,5285769.005,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3R9,ST. JOHN'S,-52.705185,47.601517,1509826.611,5285948.401,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3S8,ST. JOHN'S,-52.702542,47.601652,1510023.525,5285980.705,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3V1,ST. JOHN'S,-52.70208,47.599528,1510078.898,5285748.341,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3W9,ST. JOHN'S,-52.701768,47.599348,1510103.981,5285730.435,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3X2,ST. JOHN'S,-52.702123,47.599719,1510073.818,5285769.126,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A2,ST. JOHN'S,-52.708846,47.600594,1509561.042,5285821.898,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A3,ST. JOHN'S,-52.707335,47.600977,1509670.566,5285874.218,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A4,ST. JOHN'S,-52.708593,47.600504,1509580.829,5285813.47,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A5,ST. JOHN'S,-52.710152,47.599617,1509472.552,5285704.83,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4B2,ST. JOHN'S,-52.708461,47.599842,1509597.185,5285740.933,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4H6,ST. JOHN'S,-52.704352,47.600425,1509899.751,5285832.698,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4M2,ST. JOHN'S,-52.701452,47.596687,1510153.743,5285437.345,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4M3,ST. JOHN'S,-52.701307,47.596395,1510167.394,5285405.917,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4M6,ST. JOHN'S,-52.701805,47.595599,1510137.876,5285314.479,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4M7,ST. JOHN'S,-52.701535,47.594943,1510164.541,5285243.409,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4M8,ST. JOHN'S,-52.700772,47.595191,1510219.277,5285275.941,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A5E3,ST. JOHN'S,-52.706975,47.600535,1509701.952,5285827.587,A1A,1001026601,Northeast Avalon,1001026601,10010266,10010266,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2M7,ST. JOHN'S,-52.712975,47.601097,1509246.399,5285850.332,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2M9,ST. JOHN'S,-52.711106,47.603518,1509362.961,5286131.224,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2N1,ST. JOHN'S,-52.709705,47.604438,1509459.069,5286242.368,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A2N2,ST. JOHN'S,-52.708938,47.60484,1509512.745,5286292.01,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3B1,ST. JOHN'S,-52.71036,47.606163,1509393.129,5286429.33,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C5,ST. JOHN'S,-52.709099,47.609267,1509457.497,5286781.848,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C7,ST. JOHN'S,-52.709868,47.606684,1509425.02,5286490.353,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C8,ST. JOHN'S,-52.709549,47.60671,1509448.688,5286495.34,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3C9,ST. JOHN'S,-52.712522,47.605896,1509233.673,5286385.475,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3E1,ST. JOHN'S,-52.712634,47.606059,1509223.611,5286402.805,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A3E5,ST. JOHN'S,-52.714438,47.605614,1509092.661,5286341.57,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A6,ST. JOHN'S,-52.708365,47.60193,1509584.097,5285973.106,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A7,ST. JOHN'S,-52.709485,47.601657,1509502.686,5285935.44,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
A1A4A8,ST. JOHN'S,-52.707369,47.601804,1509659.94,5285965.809,A1A,1001026701,Northeast Avalon,1001026701,10010267,10010267,1001519,1010,Avalon Peninsula,1001519,St. John's,1001519,1010,1001,Division No.  1,1001519,St. John's,1001,Division No.  1
