"POSTALCODE","COMM_NAME","MUNICIPAL","RHA","FSA","CCSUID","CCSNAME","CDUID","CDNAME","CSDUID","CSDNAME","DAUID","ERUID","ERNAME","LOCAL_AREA","Remote_Cla","RemoteIdx","RemoteFuzz","Local_Ar_1","RHA_Pop_13","CD_Pop_11","CSD_Pop_11","ER_Pop_11","FSA_Pop_11","DA_Pop_11"
"A1W4C7","CONCEPTION BAY SOUTH","CONCEPTION BAY SOUTH","Eastern","A1W",1001519,"St. John's",1001,"Division No.  1",1001485,"Conception Bay South",10010593,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0689999982715,0.209999993443,181145,306515,262410,24850,262410,11065,600
"A1W4V3","CONCEPTION BAY SOUTH","CONCEPTION BAY SOUTH","Eastern","A1W",1001519,"St. John's",1001,"Division No.  1",1001485,"Conception Bay South",10010594,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0689999982715,0.209999993443,181145,306515,262410,24850,262410,11065,480
"A1K0B4","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1A3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1L2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010776,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,710
"A1K1L5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010776,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,710
"A1K1L6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010776,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,710
"A1K1L3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010776,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,710
"A1K1L4","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010776,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,710
"A1K1A4","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1A5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1M8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010776,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,710
"A1K1A6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010779,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,460
"A1K1B8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010779,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,460
"A1K1B2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010780,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,605
"A1K1B6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010779,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,460
"A1K1B7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010779,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,460
"A1K1C1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010779,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,460
"A1K1B9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1J4","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1J7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1A1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010780,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,605
"A1K1B3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010783,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,445
"A1K0H2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K0H3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1M5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1M6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K0E8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010780,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,605
"A1K1B4","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1J1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010782,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,505
"A1K1M2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1K2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010783,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,445
"A1K0E2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1N1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1G3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1L7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1L8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1L9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1M1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K0C4","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K0C5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K0A5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K0A6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010781,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1295
"A1K1A7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1N8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1A9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1N9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1N6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1N7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010778,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,595
"A1K1B1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1L1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1A8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1J8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1J9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1J6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010783,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,445
"A1K1J5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010782,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,505
"A1K0E9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010782,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,505
"A1K1K1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010783,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,445
"A1K0J3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K0J2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1K3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1H9","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010783,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,445
"A1K1H2","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010786,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,495
"A1K1H8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010786,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,495
"A1K1H5","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010786,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,495
"A1K1G8","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1G7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K0B7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K0B1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1H1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010784,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,415
"A1K1G6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K0A1","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1K1H3","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010786,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,495
"A1K0B6","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010785,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,1075
"A1K1H7","TORBAY","TORBAY","Eastern","A1K",1001519,"St. John's",1001,"Division No.  1",1001509,"Torbay",10010787,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.0920000001788,0.280000001192,181145,306515,262410,7400,262410,11295,800
"A1Y1B2","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010514,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,380
"A1Y1A4","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010518,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,510
"A1Y1A1","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010518,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,510
"A1Y1A8","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010510,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,340
"A1Y1A9","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010511,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,415
"A1Y1B1","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1A5","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010516,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,460
"A1Y1B3","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010517,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,650
"A1Y1A3","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010519,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,575
"A1Y1A2","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010518,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,510
"A1Y0A7","BRISTOL'S HOPE","DIVISION NO.  1, SUBD. I","Eastern","A1Y",1001374,"Division No.  1, Subd. I",1001,"Division No.  1",1001374,"Division No.  1, Subd. I",10010520,1010,"Avalon Peninsula","Harbour Grace Area","Highly Accessible",0.143000006676,0.430000007153,5375,306515,262410,275,262410,5270,275
"A1Y0A6","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1C1","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1B6","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1C5","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1B4","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1C3","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1C4","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1B9","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1C2","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1B5","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1B7","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1Y1B8","CARBONEAR","CARBONEAR","Eastern","A1Y",1001357,"Division No.  1, Subd. H",1001,"Division No.  1",1001370,"Carbonear",10010513,1010,"Avalon Peninsula","Carbonear Area","Highly Accessible",0.129999995232,0.40000000596,7780,306515,262410,4740,262410,5270,445
"A1S1B9","GOULDS","ST. JOHN'S","Eastern","A1S",1001519,"St. John's",1001,"Division No.  1",1001519,"St. John's",10010673,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.082999996841,0.25,181145,306515,262410,106170,262410,6555,370
"A1S1C5","GOULDS","ST. JOHN'S","Eastern","A1S",1001519,"St. John's",1001,"Division No.  1",1001519,"St. John's",10010673,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.082999996841,0.25,181145,306515,262410,106170,262410,6555,370
"A1S1B1","GOULDS","ST. JOHN'S","Eastern","A1S",1001519,"St. John's",1001,"Division No.  1",1001519,"St. John's",10010672,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.082999996841,0.25,181145,306515,262410,106170,262410,6555,445
"A1S1G1","GOULDS","ST. JOHN'S","Eastern","A1S",1001519,"St. John's",1001,"Division No.  1",1001519,"St. John's",10010677,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.082999996841,0.25,181145,306515,262410,106170,262410,6555,605
"A1S1E7","GOULDS","ST. JOHN'S","Eastern","A1S",1001519,"St. John's",1001,"Division No.  1",1001519,"St. John's",10010677,1010,"Avalon Peninsula","Northeast Avalon","Highly Accessible",0.082999996841,0.25,181145,306515,262410,106170,262410,6555,605
